container,first_date,first_location,first_status,last_date,last_location,last_status
MNBU3281348,2019-04-09 23:04:00,"Alconsa Callao
Callao, Peru",Empty,2019-05-10 00:00:00,"SALERNo SCT SalerNo Container Termi
Salerno, Salarno, Italy",Gate out
MNBU3856653,2019-04-07 22:51:00,"Alconsa Callao
Callao, Peru",Empty,2019-05-11 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MWCU6964191,2019-04-08 06:44:00,"Alconsa Callao
Callao, Peru",Empty,2019-05-11 00:00:00,"Pusan Newport International Term.
Busan, Korea, South",Gate out
PONU4914000,2019-04-09 07:51:00,"Alconsa Callao
Callao, Peru",Empty,2019-05-01 00:00:00,"Marin Terminal
Marin, Spain",Gate out
MNBU3029866,2019-04-09 22:04:00,"Alconsa Callao
Callao, Peru",Empty,2019-05-19 00:00:00,"Jeddah Red Sea Gateway Terminal
Jeddah, Saudi Arabia",Gate out
MNBU3081210,2019-04-09 21:04:00,"Alconsa Callao
Callao, Peru",Empty,2019-05-19 00:00:00,"Jeddah Red Sea Gateway Terminal
Jeddah, Saudi Arabia",Gate out
MRKU4955352,2019-04-11 11:36:00,"Alconsa Callao
Callao, Peru",Empty,2019-05-18 00:00:00,"Nouadhibou Port Terminal
Nouadhibou, Mauritania",Gate out
MNBU3277712,2019-04-09 19:31:00,"Alconsa Callao
Callao, Peru",Empty,2019-05-03 00:00:00,"Uniport Multipurpose terminals BV
Rotterdam, Zuid-Holland, Netherlands",Gate out
MWCU6984048,2019-03-11 15:25:00,"Alconsa Paita
Paita, Peru",Empty,2019-05-12 00:00:00,"Kaohsiung Hanjin Terminal Pier76-78
Kaohsiung, Taiwan",Gate out
MNBU3340219,2019-03-08 18:08:00,"Alconsa Paita
Paita, Peru",Empty,2019-05-12 00:00:00,"Kaohsiung Hanjin Terminal Pier76-78
Kaohsiung, Taiwan",Gate out
MNBU0580767,2019-03-11 21:53:00,"Alconsa Paita
Paita, Peru",Empty,2019-05-12 00:00:00,"Kaohsiung Hanjin Terminal Pier76-78
Kaohsiung, Taiwan",Gate out
MNBU3890494,2019-03-05 17:56:00,"Alconsa Paita
Paita, Peru",Empty,2019-05-12 00:00:00,"Kaohsiung Hanjin Terminal Pier76-78
Kaohsiung, Taiwan",Gate out
MNBU0294758,2019-03-05 17:53:00,"Alconsa Paita
Paita, Peru",Empty,2019-05-12 00:00:00,"Kaohsiung Hanjin Terminal Pier76-78
Kaohsiung, Taiwan",Gate out
MNBU0207157,2019-03-08 14:43:00,"Alconsa Paita
Paita, Peru",Empty,2019-05-12 00:00:00,"Kaohsiung Hanjin Terminal Pier76-78
Kaohsiung, Taiwan",Gate out
MWCU6634116,2019-03-07 10:57:00,"Alconsa Paita
Paita, Peru",Empty,2019-05-12 00:00:00,"Kaohsiung Hanjin Terminal Pier76-78
Kaohsiung, Taiwan",Gate out
MNBU3399454,2019-03-07 07:53:00,"Charleston Wando Welch Terminal N59
Charleston, South Carolina, United States",Empty,2019-05-13 00:00:00,"Tungya Transp & Terminal Co Ltd
Keelung, Taiwan",Gate out
PONU7381368,2019-03-06 16:54:00,"Bay Port Container Terminal
Houston, Texas, United States",Empty,2019-05-02 00:00:00,"Metroport Auckland
Auckland, New Zealand",Gate out
MSKU8312649,2019-02-28 11:08:00,"Universal Intermodal Mason Dixon
Dallas, Texas, United States",Empty,2019-05-02 00:00:00,"Metroport Auckland
Auckland, New Zealand",Gate out
MSKU0109738,2019-02-27 08:09:00,"INTERMODAL CARTAGE - HASLET YARD
Fort Worth, Texas, United States",Empty,2019-05-02 00:00:00,"Metroport Auckland
Auckland, New Zealand",Gate out
MWCU6921250,2019-02-25 06:33:00,"NORFOLK VIRGINIA INTL GATEWAY N195
Norfolk, Virginia, United States",Empty,2019-05-14 00:00:00,"Apia Terminal
Apia, Samoa",Gate out
TGHU1604086,2019-02-20 18:09:00,"Nanjing Long Tan Terminal
Nanjing, Jiangsu, China",Empty,2019-06-16 00:00:00,"Santos, Santos Brasil Terminal
Santos, Sao Paulo, Brazil",Gate out
MRSU3449440,2019-02-19 17:07:00,"Nagoya Off Dock Depot
Nagoya, Aichi, Japan",Empty,2019-04-15 00:00:00,"San Antonio Terminal Int. (STI)
San Antonio, Chile",Gate out
MRKU0270057,2019-02-19 14:56:00,"Nagoya Off Dock Depot
Nagoya, Aichi, Japan",Empty,2019-04-15 00:00:00,"San Antonio Terminal Int. (STI)
San Antonio, Chile",Gate out
MSKU6804953,2019-02-19 11:31:00,"Nagoya Off Dock Depot
Nagoya, Aichi, Japan",Empty,2019-04-15 00:00:00,"San Antonio Terminal Int. (STI)
San Antonio, Chile",Gate out
MSKU6761743,2019-02-19 14:24:00,"Nagoya Off Dock Depot
Nagoya, Aichi, Japan",Empty,2019-04-15 00:00:00,"San Antonio Terminal Int. (STI)
San Antonio, Chile",Gate out
MSKU0727124,2019-02-11 10:06:00,"Win Win Container Depot
Laem Chabang, Thailand",Empty,2019-04-15 00:00:00,"San Antonio Terminal Int. (STI)
San Antonio, Chile",Gate out
MSKU0979105,2019-02-11 10:10:00,"Win Win Container Depot
Laem Chabang, Thailand",Empty,2019-04-15 00:00:00,"San Antonio Terminal Int. (STI)
San Antonio, Chile",Gate out
TGHU6541910,2019-02-11 08:34:00,"Win Win Container Depot
Laem Chabang, Thailand",Empty,2019-04-15 00:00:00,"San Antonio Terminal Int. (STI)
San Antonio, Chile",Gate out
MRKU5520185,2019-02-20 16:45:00,"Beilun Container Terminal Phase 3
Ningbo, Zhejiang, China",Empty,2019-04-15 00:00:00,"San Antonio Terminal Int. (STI)
San Antonio, Chile",Gate out
MSKU8399335,2019-02-05 11:56:00,"OOO TRANS SHIPPING GROUP
Chornomorsk, Ukraine",Empty,2019-04-15 00:00:00,"San Antonio Terminal Int. (STI)
San Antonio, Chile",Gate out
MRKU9703081,2019-03-01 23:55:00,"Global Shipping IFE
Puerto Cabello, Venezuela",Empty,2019-06-03 00:00:00,"Medan/Belawan Port
Belawan, Indonesia",Gate out
MWCU6827497,2019-02-21 08:43:00,"Bergen Greencarrier Terminal
Bergen, Norway",Empty,2019-04-13 00:00:00,"San Vincente Trm Int. (SVTI)
San Vicente, Chile",Gate out
MNBU3183001,2019-02-19 14:59:00,"Bergen Greencarrier Terminal
Bergen, Norway",Empty,2019-04-13 00:00:00,"San Vincente Trm Int. (SVTI)
San Vicente, Chile",Gate out
PONU8225375,2019-02-13 09:49:00,"Jeddah Red Sea Gateway Terminal
Jeddah, Saudi Arabia",Gate in,2019-04-14 00:00:00,"San Antonio Terminal Int. (STI)
San Antonio, Chile",Gate out
MRSU3573595,2019-01-28 10:29:00,"Jubail Terminal
Al Jubayl, Saudi Arabia",Gate in,2019-04-14 00:00:00,"San Antonio Terminal Int. (STI)
San Antonio, Chile",Gate out
MRSU3367660,2019-01-28 10:06:00,"Jubail Terminal
Al Jubayl, Saudi Arabia",Gate in,2019-04-14 00:00:00,"San Antonio Terminal Int. (STI)
San Antonio, Chile",Gate out
MSKU9955589,2019-02-10 13:40:00,"Abu Ghazaleh Depot
Amman, Jordan",Empty,2019-04-14 00:00:00,"San Antonio Terminal Int. (STI)
San Antonio, Chile",Gate out
MRKU9152651,2019-02-08 17:01:00,"HAKIKA Depot-Kenya.
Mombasa, Kenya",Empty,2019-04-14 00:00:00,"San Antonio Terminal Int. (STI)
San Antonio, Chile",Gate out
MRKU7936295,2019-02-25 13:33:00,"NOATUM VALENCIA
Valencia, Spain",Empty,2019-04-14 00:00:00,"San Antonio Terminal Int. (STI)
San Antonio, Chile",Gate out
MRKU6636689,2019-02-25 14:46:00,"NOATUM VALENCIA
Valencia, Spain",Empty,2019-04-14 00:00:00,"San Antonio Terminal Int. (STI)
San Antonio, Chile",Gate out
MRSU3806568,2019-02-26 18:09:00,"Algeciras - ML Terminal
Algeciras, Spain",Gate in,2019-04-14 00:00:00,"San Antonio Terminal Int. (STI)
San Antonio, Chile",Gate out
TGBU6677709,2019-02-25 17:12:00,"SERVICIOS AUXIL MARITIMOS - SAM
Algeciras, Spain",Empty,2019-04-14 00:00:00,"San Antonio Terminal Int. (STI)
San Antonio, Chile",Gate out
MSKU9353540,2019-02-19 17:38:00,"Algeciras - ML Terminal
Algeciras, Spain",Gate in,2019-04-14 00:00:00,"San Antonio Terminal Int. (STI)
San Antonio, Chile",Gate out
MRKU5424915,2019-04-15 09:54:00,"Contopsa Iquique
Iquique, Chile",Empty,2019-06-03 00:00:00,"Qingdao Qianwan Container Co Ltd
Qingdao, Shandong, China",Gate out
MSKU1609790,2019-04-15 09:21:00,"Contopsa Iquique
Iquique, Chile",Empty,2019-06-03 00:00:00,"Qingdao Qianwan Container Co Ltd
Qingdao, Shandong, China",Gate out
PONU7608338,2019-04-10 12:41:00,"Contopsa Iquique
Iquique, Chile",Empty,2019-06-19 00:00:00,"VIP Greenport Joint Stock Company
Haiphong, Hai Phong, Vietnam",Gate out
MRKU6442955,2019-04-10 11:19:00,"Alconsa Callao
Callao, Peru",Empty,2019-06-18 00:00:00,"Batam Island Terminal
Batam Island, Indonesia",Gate out
MSWU0021669,2019-04-06 14:54:00,"FARBEM NORTE
Guayaquil, Ecuador",Empty,2019-05-04 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU0035628,2019-04-08 14:45:00,"FARBEM NORTE
Guayaquil, Ecuador",Empty,2019-04-28 00:00:00,"HHLA FRUCHT- UND KUEHLZENTRUM GMBH
Hamburg, Hamburg, Germany",Gate out
MNBU3003373,2019-04-11 00:22:00,"Guayaquil, Terminal Contecon Cgsa
Guayaquil, Ecuador",Gate in,2019-05-12 00:00:00,"TIS
Yuzhny, Ukraine",Gate out
MNBU0014374,2019-04-12 19:53:00,"FARBEM NORTE
Guayaquil, Ecuador",Empty,2019-05-11 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU0046812,2019-04-15 08:35:00,"Contopsa Talcahuano
Talcahuano, Chile",Empty,2019-06-01 00:00:00,"Apapa Port
Apapa, Nigeria",Gate out
MNBU3078217,2019-04-11 23:27:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-14 00:00:00,"Delta Container Terminal
Rotterdam, Zuid-Holland, Netherlands",Gate out
MWCU6733649,2019-04-11 21:37:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-10 00:00:00,"Uniport Multipurpose terminals BV
Rotterdam, Zuid-Holland, Netherlands",Gate out
MNBU0296637,2019-04-11 23:25:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-06-01 00:00:00,"Khoms Port
Al Khoms, Libya",Gate out
MSKU5962722,2019-04-12 08:47:00,"Contopsa Talcahuano
Talcahuano, Chile",Empty,2019-05-27 00:00:00,"Nelson Container Terminal
Nelson, New Zealand",Gate out
MNBU0391320,2019-04-12 00:46:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-18 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
PONU4513012,2019-04-16 22:39:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-30 00:00:00,"Jebel Ali Terminal 2
Jebel Ali, United Arab Emirates",Gate out
MNBU3773630,2019-04-11 12:13:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-19 00:00:00,"Jeddah Red Sea Gateway Terminal
Jeddah, Saudi Arabia",Gate out
MWCU5276384,2019-04-11 11:43:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-10 00:00:00,"Uniport Multipurpose terminals BV
Rotterdam, Zuid-Holland, Netherlands",Gate out
MRSU3755408,2019-04-15 18:28:00,"Contopsa Iquique
Iquique, Chile",Empty,2019-06-04 00:00:00,"Qingdao Qianwan Container Co Ltd
Qingdao, Shandong, China",Gate out
MRKU5877721,2019-04-15 18:16:00,"Contopsa Iquique
Iquique, Chile",Empty,2019-06-04 00:00:00,"Qingdao Qianwan Container Co Ltd
Qingdao, Shandong, China",Gate out
MSKU0944794,2019-04-15 17:23:00,"Contopsa Iquique
Iquique, Chile",Empty,2019-06-04 00:00:00,"Qingdao Qianwan Container Co Ltd
Qingdao, Shandong, China",Gate out
MWMU6440131,2019-04-10 21:15:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-19 00:00:00,"Jeddah Red Sea Gateway Terminal
Jeddah, Saudi Arabia",Gate out
MNBU0067203,2019-04-12 03:06:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-30 00:00:00,"SP-ITC Port
Ho Chi Minh City, Ho Chi Minh, Vietnam",Gate out
MSKU5535269,2019-04-11 10:09:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-23 00:00:00,"Hanjin Busan New Port Co. Ltd
Busan, Korea, South",Gate out
MNBU0186711,2019-04-11 17:28:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-19 00:00:00,"Jeddah Red Sea Gateway Terminal
Jeddah, Saudi Arabia",Gate out
TEMU3503299,2019-04-10 08:53:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-21 00:00:00,"Qingdao Qianwan Container Co Ltd
Qingdao, Shandong, China",Gate out
MNBU3455650,2019-04-10 16:39:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-12 00:00:00,"Kaohsiung Hanjin Terminal Pier76-78
Kaohsiung, Taiwan",Gate out
MRKU6246741,2019-04-16 17:05:00,"Contopsa Santiago Depot
Santiago, Chile",Empty,2019-05-16 00:00:00,"Napier Container Terminal
Napier, New Zealand",Gate out
MRKU8608480,2019-04-12 16:59:00,"San Antonio Terminal Int. (STI)
San Antonio, Chile",Gate in,2019-05-23 00:00:00,"Hanjin Busan New Port Co. Ltd
Busan, Korea, South",Gate out
MRKU7769921,2019-04-12 16:52:00,"San Antonio Terminal Int. (STI)
San Antonio, Chile",Gate in,2019-05-23 00:00:00,"Hanjin Busan New Port Co. Ltd
Busan, Korea, South",Gate out
MNBU3041970,2019-04-11 09:29:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-18 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MRKU5838725,2019-04-17 11:06:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-06-04 00:00:00,"Manila Intl Container Tmnl North
Manila, Philippines",Gate out
MNBU3464694,2019-04-11 19:11:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-06-02 00:00:00,"Dammam Terminal
Dammam, Saudi Arabia",Gate out
MRSU3789239,2019-04-09 10:40:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-28 00:00:00,"Manila Intl Container Tmnl North
Manila, Philippines",Gate out
MNBU0382988,2019-04-11 12:58:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-19 00:00:00,"Jeddah Red Sea Gateway Terminal
Jeddah, Saudi Arabia",Gate out
MWCU5257131,2019-04-15 18:45:00,"Contopsa Talcahuano
Talcahuano, Chile",Empty,2019-06-09 00:00:00,"Dammam Terminal
Dammam, Saudi Arabia",Gate out
MAEU4174733,2019-04-12 17:55:00,"Alconsa Callao
Callao, Peru",Empty,2019-06-10 00:00:00,"Fremantle Patricks Terminal
Fremantle, Western Australia, Australia",Gate out
MSKU5991485,2019-04-11 18:36:00,"Alconsa Callao
Callao, Peru",Empty,2019-06-04 00:00:00,"Freetown Terminal
Freetown, Sierra Leone",Gate out
MNBU3282093,2019-04-16 17:30:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-22 00:00:00,"VADO LIGURE Reefer Terminal
Vado Ligure, Savona, Italy",Gate out
MNBU0140602,2019-04-10 14:48:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-18 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3494955,2019-04-11 18:50:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-18 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3604081,2019-04-10 09:12:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-18 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3903945,2019-04-15 19:37:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-22 00:00:00,"VADO LIGURE Reefer Terminal
Vado Ligure, Savona, Italy",Gate out
MNBU3673950,2019-04-17 16:44:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-25 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3303940,2019-04-17 21:11:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-25 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3138635,2019-04-16 21:37:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-22 00:00:00,"VADO LIGURE Reefer Terminal
Vado Ligure, Savona, Italy",Gate out
MNBU3073940,2019-04-10 12:55:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-18 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3781657,2019-04-17 18:28:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-25 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU4045780,2019-04-10 17:35:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-18 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MWCU5297643,2019-04-11 15:42:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-18 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3822355,2019-04-16 21:58:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-25 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3234182,2019-04-17 12:21:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-25 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3798285,2019-04-11 15:42:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-18 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3316172,2019-04-10 16:13:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-19 00:00:00,"First Container Terminal FCT
St Petersburg FCT, Russia",Gate out
MNBU3132869,2019-04-11 14:50:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-15 00:00:00,"VADO LIGURE Reefer Terminal
Vado Ligure, Savona, Italy",Gate out
MNBU0222505,2019-04-10 15:04:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-18 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3399135,2019-04-17 16:52:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-25 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU0492136,2019-04-15 20:34:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-22 00:00:00,"VADO LIGURE Reefer Terminal
Vado Ligure, Savona, Italy",Gate out
MRSU3160647,2019-04-10 12:16:00,"Alconsa Callao
Callao, Peru",Empty,2019-06-18 00:00:00,"Batam Island Terminal
Batam Island, Indonesia",Gate out
MRKU3784717,2019-04-13 12:02:00,"Alconsa Callao
Callao, Peru",Empty,2019-06-03 00:00:00,"Leixoes Terminal
Leixoes, Portugal",Gate out
MRKU9160533,2019-04-12 17:10:00,"San Antonio Terminal Int. (STI)
San Antonio, Chile",Gate in,2019-05-23 00:00:00,"Hanjin Busan New Port Co. Ltd
Busan, Korea, South",Gate out
MNBU3941170,2019-04-16 16:17:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-25 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MRSU3410387,2019-04-13 11:10:00,"SVTI CFS
San Vicente, Chile",Empty,2019-05-26 00:00:00,"YANGSHAN, SGH GUANDONG TERMINAL
Shanghai, Shanghai, China",Gate out
MRKU4074216,2019-04-13 11:10:00,"SVTI CFS
San Vicente, Chile",Empty,2019-05-26 00:00:00,"YANGSHAN, SGH GUANDONG TERMINAL
Shanghai, Shanghai, China",Gate out
MRKU4769933,2019-04-13 11:05:00,"SVTI CFS
San Vicente, Chile",Empty,2019-05-26 00:00:00,"YANGSHAN, SGH GUANDONG TERMINAL
Shanghai, Shanghai, China",Gate out
MRKU5621560,2019-04-13 11:10:00,"SVTI CFS
San Vicente, Chile",Empty,2019-05-26 00:00:00,"YANGSHAN, SGH GUANDONG TERMINAL
Shanghai, Shanghai, China",Gate out
MSKU9220444,2019-04-10 19:34:00,"Contopsa Iquique
Iquique, Chile",Empty,2019-06-19 00:00:00,"VIP Greenport Joint Stock Company
Haiphong, Hai Phong, Vietnam",Gate out
MNBU0157098,2019-04-10 14:37:00,"Contopsa Talcahuano
Talcahuano, Chile",Empty,2019-05-31 00:00:00,"DCT Gdansk SA
Gdansk, Poland",Gate out
MNBU0200960,2019-04-10 09:39:00,"Contopsa Talcahuano
Talcahuano, Chile",Empty,2019-06-27 00:00:00,"Douala Terminal
Douala, Cameroon",Gate out
MNBU3026450,2019-04-11 13:49:00,"Contopsa Talcahuano
Talcahuano, Chile",Empty,2019-06-25 00:00:00,"Onne Port Terminal
Onne, Nigeria",Gate out
MNBU3099441,2019-04-12 17:05:00,"Contopsa Talcahuano
Talcahuano, Chile",Empty,2019-06-09 00:00:00,"Dammam Terminal
Dammam, Saudi Arabia",Gate out
MNBU3478790,2019-04-12 18:21:00,"Contopsa Talcahuano
Talcahuano, Chile",Empty,2019-05-26 00:00:00,"Jeddah Red Sea Gateway Terminal
Jeddah, Saudi Arabia",Gate out
MNBU0031664,2019-04-16 17:43:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-17 00:00:00,"Uniport Multipurpose terminals BV
Rotterdam, Zuid-Holland, Netherlands",Gate out
PONU4985636,2019-04-16 21:58:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-26 00:00:00,"Jeddah Red Sea Gateway Terminal
Jeddah, Saudi Arabia",Gate out
MSWU0106004,2019-04-16 22:02:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-30 00:00:00,"Jebel Ali Terminal 2
Jebel Ali, United Arab Emirates",Gate out
MNBU3157086,2019-04-16 21:52:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-30 00:00:00,"Jebel Ali Terminal 2
Jebel Ali, United Arab Emirates",Gate out
MNBU3463173,2019-04-17 18:10:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-21 00:00:00,"Delta Container Terminal
Rotterdam, Zuid-Holland, Netherlands",Gate out
MNBU3949571,2019-04-18 01:32:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-21 00:00:00,"Delta Container Terminal
Rotterdam, Zuid-Holland, Netherlands",Gate out
MNBU4008981,2019-04-17 18:23:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-21 00:00:00,"Delta Container Terminal
Rotterdam, Zuid-Holland, Netherlands",Gate out
MNBU3867410,2019-04-07 21:29:00,"Alconsa Callao
Callao, Peru",Empty,2019-05-11 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3306940,2019-04-16 21:39:00,"Alconsa Callao
Callao, Peru",Empty,2019-05-10 00:00:00,"Uniport Multipurpose terminals BV
Rotterdam, Zuid-Holland, Netherlands",Gate out
MAEU4153685,2019-04-12 18:00:00,"Alconsa Callao
Callao, Peru",Empty,2019-06-10 00:00:00,"Fremantle Patricks Terminal
Fremantle, Western Australia, Australia",Gate out
MRKU0849033,2019-04-05 06:28:00,"Alconsa Callao
Callao, Peru",Empty,2019-05-17 00:00:00,"Risavika havn
Stavanger, Norway",Gate out
MRSU3543456,2019-04-09 10:33:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-28 00:00:00,"Manila Intl Container Tmnl North
Manila, Philippines",Gate out
MNBU3094136,2019-04-16 23:53:00,"Valparaiso Terminal
Valparaiso, Chile",Gate in,2019-05-25 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MRSU3982309,2019-04-09 10:07:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-28 00:00:00,"Manila Intl Container Tmnl North
Manila, Philippines",Gate out
MRKU2425862,2019-04-08 12:23:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-28 00:00:00,"Qingdao Qianwan Container Co Ltd
Qingdao, Shandong, China",Gate out
MRKU1066120,2019-04-09 14:45:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-17 00:00:00,"Tokyo Vanpool/Mitsubishi OHI CY
Tokyo, Tokyo, Japan",Gate out
MWCU6745104,2019-04-10 19:24:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-18 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3273044,2019-04-15 16:48:00,"Alconsa Callao
Callao, Peru",Empty,2019-05-14 00:00:00,"Delta Container Terminal
Rotterdam, Zuid-Holland, Netherlands",Gate out
MNBU3767875,2019-03-21 16:50:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU3764942,2019-03-21 14:51:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MNBU4002920,2019-03-21 10:59:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
PONU4896740,2019-03-20 20:42:00,"Terminal Puerto Valparaiso SA
Valparaiso, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MWCU5309153,2019-03-21 14:32:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MWMU6318822,2019-03-20 20:33:00,"Terminal Puerto Valparaiso SA
Valparaiso, Chile",Empty,2019-04-28 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
MWCU6710474,2019-03-18 20:24:00,"Terminal Puerto Valparaiso SA
Valparaiso, Chile",Empty,2019-04-22 00:00:00,"VADO LIGURE Reefer Terminal
Vado Ligure, Savona, Italy",Gate out
MSWU0080321,2019-03-18 20:25:00,"Terminal Puerto Valparaiso SA
Valparaiso, Chile",Empty,2019-04-22 00:00:00,"VADO LIGURE Reefer Terminal
Vado Ligure, Savona, Italy",Gate out
MNBU3404421,2019-03-20 13:57:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-04-22 00:00:00,"VADO LIGURE Reefer Terminal
Vado Ligure, Savona, Italy",Gate out
MNBU3882478,2019-03-21 18:42:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-04-22 00:00:00,"VADO LIGURE Reefer Terminal
Vado Ligure, Savona, Italy",Gate out
MNBU3529331,2019-03-19 18:29:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-04-22 00:00:00,"VADO LIGURE Reefer Terminal
Vado Ligure, Savona, Italy",Gate out
MNBU3791824,2019-03-19 19:49:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-04-22 00:00:00,"VADO LIGURE Reefer Terminal
Vado Ligure, Savona, Italy",Gate out
MNBU3900078,2019-03-19 18:01:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-04-22 00:00:00,"VADO LIGURE Reefer Terminal
Vado Ligure, Savona, Italy",Gate out
MWCU6848587,2019-03-18 20:24:00,"Terminal Puerto Valparaiso SA
Valparaiso, Chile",Empty,2019-04-22 00:00:00,"VADO LIGURE Reefer Terminal
Vado Ligure, Savona, Italy",Gate out
